Gene Symbol	Name	Entrez GeneId	Genome Location	Tier	Hallmark	Chr Band	Somatic	Germline	Tumour Types(Somatic)	Tumour Types(Germline)	Cancer Syndrome	Tissue Type	Molecular Genetics	Role in Cancer	Mutation Types	Translocation Partner	Other Germline Mut	Other Syndrome	Synonyms
LARP4B	La ribonucleoprotein domain family member 4B	23185	10:855484-931702	2		15.3	yes		"CRC, glioma"			"E, O"		TSG	"F, D"				"CCDS31131.1,ENSG00000107929.10,KIAA0217,LARP5,NM_015155.2,NP_055970.1,Q92615"
LASP1	LIM and SH3 protein 1	3927	17:37026112-37078023	1		12	yes		AML			L	Dom	fusion	T	KMT2A			"CCDS11331.1,ENSG00000002834.13,Lasp-1,MLN50,NM_006148.3,NP_001258537.1,NP_006139.1,Q14847"
LATS1	large tumor suppressor kinase 1	9113	6:149979289-150039392	1	Yes	25.1	yes		skin basal cell carcinoma			E		TSG	"Mis, N"				"CCDS34551.1,ENSG00000131023.8,NM_004690.3,NP_004681.1,O95835,WARTS"
LATS2	large tumor suppressor kinase 2	26524	13:21547171-21635686	1	Yes	12.11	yes		malignant mesothelioma			E		TSG	"D, F, N"				"CCDS9294.1,ENSG00000150457.7,NM_014572.2,NP_055387.2,Q9NRM7"
LCK	lymphocyte-specific protein tyrosine kinase	3932	1:32716840-32751766	1	Yes	35.1	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			"CCDS359.1,ENSG00000182866.12,NM_005356.3,NP_005347.3,P06239"
LCP1	lymphocyte cytosolic protein 1 (L-plastin)	3936	13:46700055-46785483	2		14.13	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS9403.1,CP64,ENSG00000136167.9,L-PLASTIN,LC64P,P13796,PLS2"
LEF1	lymphoid enhancer binding factor 1	51176	4:108968701-109089578	1	Yes	25	yes		"B-ALL, T-ALL, eyelid sebaceous carcinoma, AML, lymphomas"			"L, E"		"oncogene, TSG"	"Mis, N"				"CCDS3679.1,ENSG00000138795.5,NM_016269.4,NP_057353.1,Q9UJU2,TCF10,TCF1ALPHA,TCF7L3"
LEPROTL1	leptin receptor overlapping transcript like 1	23484	8:29952996-29995864	2		12	yes		"lung cancer, colon cancer"			E		TSG	D				"CCDS47834.1,ENSG00000104660.13,NM_001128208.1,NP_001121680.1,O95214,Vps55,my047"
LHFPL6	lipoma HMGIC fusion partner	10186	13:39917029-40177308	2		14.11	yes		lipoma			M	Dom	fusion	T	HMGA2			"CCDS9369.1,ENSG00000183722.7,LHFP,MGC22429,NM_005780.2,NP_005771.1,Q9Y693"
LIFR	leukemia inhibitory factor receptor	3977	5:38475065-38595506	1	Yes	13.1	yes		salivary adenoma			E	Dom	fusion	T	PLAG1			"CCDS3927.1,CD118,ENSG00000113594.5,NM_002310.5,NP_002301.1,P42702"
LMNA	lamin A/C	4000	1:156084498-156109880	1	Yes	22	yes		Spitzoid tumour			E	Dom	fusion	T	NTRK1	yes	"Muscular dystrophy, dilated cardiomyopathy,  familial partial lipodystrophy, and others"	"CCDS1129.1,CMD1A,ENSG00000160789.15,HGPS,LGMD1B,LMN1,LMNL1,MADA,NM_170707.3,NP_733821.1,P02545,PRO1"
LMO1	LIM domain only 1 (rhombotin 1) (RBTN1)	4004	11:8245851-8285405	1		15.4	yes	yes	"T-ALL, neuroblastoma"	neuroblastoma		L	Dom	"oncogene, fusion"	"T, A"	TRD			"CCDS44534.1,ENSG00000166407.9,NM_002315.2,NP_002306.1,P25800,RBTN1,RHOM1,TTG1"
LMO2	LIM domain only 2 (rhombotin-like 1) (RBTN2)	4005	11:33880122-33913836	1		13	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRD			"CCDS7888.2,ENSG00000135363.7,NM_005574.3,NP_005565.2,P25791,RBTN2,RBTNL1,RHOM2,TTG2"
LPP	LIM domain containing preferred translocation partner in lipoma	4026	3:187930721-188608460	1		28	yes		"lipoma, leukaemia"			"L, M"	Dom	"oncogene, fusion"	T	"HMGA2, KMT2A, C12orf9"			"CCDS3291.1,ENSG00000145012.8,NM_005578.3,NP_001161144.1,NP_005569.1,Q93052"
LRIG3	leucine-rich repeats and immunoglobulin-like domains 3	121227	12:59265931-59314303	1		14.1	yes		NSCLC			E	Dom	"TSG, fusion"	T	ROS1			"CCDS8960.1,ENSG00000139263.7,FLJ90440,KIAA3016,NM_153377.4,NP_700356.2,Q6UXM1"
LRP1B	LDL receptor related protein 1B	53353	2:140988992-142889270	1	Yes	22.2	yes		"CLL, ovarian cancer, oesophageal squamous cell carcinoma, urothelial cancer"			"E, L"	Rec	TSG	"D, Mis, N, F"				"CCDS2182.1,ENSG00000168702.12,LRP-DIT,LRPDIT,NM_018557.2,NP_061027.2,Q9NZR2"
LSM14A	"LSM14A, SCD6 homolog A (S. cerevisiae)"	26065	19:34663471-34720420	2		13.11	yes		Spitzoid tumour			E	Dom	fusion	T	BRAF			"C19orf13,CCDS12435.1,DKFZP434D1335,ENSG00000257103.4,FAM61A,NM_015578.2,NP_056393.2,Q8ND56,RAP55,RAP55A"
LYL1	lymphoblastic leukemia derived sequence 1	4066	19:13209847-13213681	1		13.2	yes		T-ALL			L	Dom	"oncogene, fusion"	T	TRB			"CCDS12292.1,ENSG00000104903.4,NM_005583.4,NP_005574.2,P12980,bHLHa18"
LYN	LYN Proto-Oncogene	4067	8:56792372-56923131	2		12.1	yes		"DLBCL, B-ALL, MPN"			L		"oncogene, fusion"	"Mis, T"	"ETV6, GATAD2A, NCOR1"			"CCDS6162.1,ENSG00000254087.3,JTK8,NM_002350.3,NP_002341.1,P07948"
LZTR1	leucine-zipper-like transcription regulator 1	8216	22:21336302-21353327	1	Yes	11.21	yes	yes	glioblastoma	"glioblastoma, schwannoma"	Schwannomatosis-2	E	Dom	TSG	"Mis, F, N"		yes	Noonan syndrome 10	"BTBD29,CCDS33606.1,ENSG00000099949.14,LZTR-1,NM_006767.3,NP_006758.2,Q8N653"
MACC1	MET transcriptional regulator MACC1	346389	7:20174278-20257013	2		21.1	yes		"liver, CRC"			E		oncogene	Mis				"7A5,CCDS5369.1,ENSG00000183742.8,NM_182762.3,NP_877439.3,Q6ZN28,SH3BP4L"
MAF	v-maf musculoaponeurotic fibrosarcoma oncogene homolog	4094	16:79627735-79634611	1		23.2	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"CCDS10928.1,ENSG00000178573.6,NM_005360.4,NP_005351.2,O75444,c-MAF"
MAFB	v-maf musculoaponeurotic fibrosarcoma oncogene homolog B (avian)	9935	20:39314488-39317880	1		12	yes		MM			L	Dom	"oncogene, fusion"	T	IGH			"CCDS13311.1,ENSG00000204103.2,KRML,NM_005461.4,NP_005452.2,Q9Y5Q3"
MALAT1	"metastasis associated lung adenocarcinoma transcript 1 ( lnc-RNA; non-protein coding)"	378938	11:65265233-65273940	2		13.1	yes		"renal cell carcinoma (childhood epithelioid), lung"			E	Dom	"oncogene, TSG, fusion"	T	TFEB			
MALT1	mucosa associated lymphoid tissue lymphoma translocation gene 1	10892	18:56338618-56417371	1		21.32	yes		MALT			L	Dom	"oncogene, fusion"	T	BIRC3			"CCDS11967.1,ENSG00000172175.8,MLT,NM_173844.2,NP_776216.1,NP_006776.1,PCASP1,Q9UDY8"
MAML2	mastermind-like 2 (Drosophila)	84441	11:95709762-96076344	1		21	yes		salivary gland mucoepidermoid			E	Dom	"oncogene, fusion"	T	"CRTC3, CRTC1"			"CCDS44714.1,ENSG00000184384.9,KIAA1819,MAM3,NM_032427.1,NP_115803.1,Q8IZL2"
MAP2K1	mitogen-activated protein kinase kinase 1	5604	15:66679155-66784650	1	Yes	22.31	yes		"NSCLC, melanoma, colorectal"			E	Dom	oncogene	Mis		yes	Cardiofaciocutaneous syndrome	"CCDS10216.1,ENSG00000169032.5,MAPKK1,MEK1,NM_002755.3,NP_002746.1,PRKMK1,Q02750"
MAP2K2	mitogen-activated protein kinase kinase 2	5605	19:4090319-4124126	1	Yes	13.3	yes		"NSCLC, melanoma"			E	Dom	oncogene	Mis		yes	Cardiofaciocutaneous syndrome	"CCDS12120.1,ENSG00000126934.9,MEK2,NM_030662.3,NP_109587.1,P36507,PRKMK2"
MAP2K4	mitogen-activated protein kinase kinase 4	6416	17:11924141-12047140	1	Yes	12	yes		"pancreatic, breast, colorectal"			E	Rec	"oncogene, TSG"	"D, Mis, N"				"CCDS11162.1,ENSG00000065559.10,JNKK1,MEK4,MKK4,NM_003010.3,NP_003001.1,P45985,PRKMK4,SERK1"
MAP3K1	"mitogen-activated protein kinase kinase kinase 1, E3 ubiquitin protein ligase"	4214	5:56111401-56191979	1	Yes	11.2	yes		luminal A breast			E	Rec	"oncogene, TSG"	"N, F, Mis, O, S"		yes	"46,XY sex reversal 6"	"CCDS43318.1,ENSG00000095015.5,MAPKKK1,MEKK,MEKK1,NM_005921.1,NP_005912.1,Q13233"
MAP3K13	mitogen-activated protein kinase kinase kinase 13	9175	3:185080908-185206885	1	Yes	27.2	yes		breast			E	Rec	"oncogene, TSG"	F				"CCDS3270.1,ENSG00000073803.9,LZK,MEKK13,NM_004721.4,NP_004712.1,O43283"
MAPK1	mitogen-activated protein kinase 1	5594	22:22108789-22221919	1	Yes	11.22	yes		"CLL, ovarian mixed germ cell tumour, cervical carcinoma"			"E, L"	Dom	oncogene	Mis				"CCDS13795.1,ENSG00000100030.10,ERK,ERK2,MAPK2,NM_002745.4,NP_002736.3,P28482,PRKM1,PRKM2,p41mapk"
MAX	Myc associated factor X	4149	14:65542262-65569188	1	Yes	23.3	yes	yes	"pheochromocytoma, endometrioid carcinoma, colon carcinoma"	pheochromocytoma		"E, O"	Rec	TSG	"Mis, N, F"				"CCDS9771.1,ENSG00000125952.14,NM_002382.4,NP_002373.3,P61244,bHLHd4,bHLHd5,bHLHd6,bHLHd7,bHLHd8"
MB21D2	Mab-21 domain containing 2	151963	3:192514604-192635950	2		29	yes		lung cancer			E			Mis				"C3orf59,CCDS3302.2,ENSG00000180611.6,NM_178496.3,NP_848591.2,Q8IYB1"
MDM2	Mdm2 p53 binding protein homolog	4193	12:69201956-69239214	1		15	yes		"sarcoma, glioma, colorectal, other tumour types"			"M, O, E, L"	Dom	oncogene	A				"CCDS8986.2,ENSG00000135679.17,HDM2,MGC5370,NM_002392.5,NP_002383.2,Q00987"
MDM4	Mdm4 p53 binding protein homolog	4194	1:204485511-204527248	1		32.1	yes		"glioblastoma, bladder, retinoblastoma"			M	Dom	oncogene	A				"CCDS1447.1,ENSG00000198625.8,HDMX,MDMX,NM_002393.4,NP_001191100.1,NP_001265448.1,NP_001265447.1,NP_001265445.1,NP_002384.2,NP_001265446.1,O15151"
MDS2	myelodysplastic syndrome 2		1:23953824-23967058	2		36.11	yes		MDS			L	Dom	fusion	T	ETV6			"ENSG00000197880.4,Q8NDY4"
MECOM	MDS1 and EVI1 complex locus	2122	3:168801287-168864093	1		26.2	yes		"AML, CML, MDS"			L	Dom	"oncogene, fusion"	T	"RUNX1, ETV6, PRDM16, RPN1"			"CCDS54670.1,ENSG00000085276.13,EVI1,KMT8E,MDS1,MDS1-EVI1,NM_001105077.3,NP_001098547.3,PRDM3,Q03112"
MED12	mediator complex subunit 12	9968	X:70338573-70362297	1	Yes	13.1	yes		"uterine leiomyoma, fibroadenoma, phyllodes tumour"			"M, E"	Dom	TSG	"Mis, S, O"		yes	Opitz-Kaveggia Syndrome	"CAGH45,CCDS43970.1,ENSG00000184634.11,FGS1,HOPA,KIAA0192,OKS,OPA1,Q93074,TNRC11,TRAP230"
MEN1	multiple endocrine neoplasia type 1 gene	4221	11:64570996-64578766	1	Yes	13.1	yes	yes	"parathyroid tumours, pancreatic neuroendocrine tumour"	"parathyroid adenoma, pituitary adenoma, pancreatic islet cell, carcinoid"	multiple endocrine neoplasia type 1	E	Rec	TSG	"D, Mis, N, F, S"				"CCDS8083.1,ENSG00000133895.10,NM_130803.2,NP_570715,NP_570715.1,O00255"
MET	met proto-oncogene (hepatocyte growth factor receptor)	4233	7:116312459-116436396	1	Yes	31.2	yes		"papillary renal, head-neck squamous cell"	papillary renal	familial papillary renal cancer	E	Dom	oncogene	Mis				"CCDS47689.1,DFNB97,ENSG00000105976.10,HGFR,P08581,RCCP2"
MGMT	O-6-methylguanine-DNA methyltransferase	4255	10:131265448-131566271	2		26.3	yes		glioma			O		TSG	D				"CCDS7660.2,ENSG00000170430.9,NM_002412.3,NP_002403.2,P16455"
MITF	melanogenesis-associated transcription factor	4286	3:69788586-70017487	1		14.1	yes		melanoma			E	Dom	oncogene	A		yes	"Waardenburg syndrome type 2, Tietz syndrome"	"CCDS43106.1,ENSG00000187098.10,MI,NM_198159.2,NP_937802.1,O75030,WS2,WS2A,bHLHe32"
MLF1	myeloid leukemia factor 1	4291	3:158289049-158323190	1		25.32	yes		AML			L	Dom	"TSG, fusion"	T	NPM1			"CCDS56286.1,ENSG00000178053.13,P58340"
MLH1	E.coli MutL homolog gene	4292	3:37034823-37092409	1	Yes	22.2	yes	yes	"colorectal, endometrial, ovarian, CNS tumours"	"colorectal, endometrial, ovarian, CNS"	"hereditary non-polyposis colorectal cancer, Turcot syndrome"	"E, O"	Rec	TSG	"D, Mis, N, F, S"				"CCDS2663.1,COCA2,ENSG00000076242.10,FCC2,HNPCC,HNPCC2,NM_001258273.1,NP_001245202.1,NP_000240.1,P40692"
MLLT1	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 1 (ENL)"	4298	19:6212966-6279959	1		13.3	yes		AL			L	Dom	fusion	T	KMT2A			"CCDS12160.1,ENL,ENSG00000130382.7,LTG19,NM_005934.3,NP_005925.2,Q03111,YEATS1"
MLLT10	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 10 (AF10)"	8028	10:21823272-22032559	1	Yes	12.31	yes		AL			L	Dom	"oncogene, fusion"	T	"KMT2A, PICALM, CDK6"			"AF10,CCDS55708.1,ENSG00000078403.12,P55197"
MLLT11	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 11"	10962	1:151030234-151040970	1		21.3	yes		ALL			L	Dom	fusion	T	KMT2A			"AF1Q,CCDS982.1,ENSG00000213190.2,NM_006818.3,NP_006809.1,Q13015"
MLLT3	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 3 (AF9)"	4300	9:20341663-20622542	1		21.3	yes		ALL			L	Dom	fusion	T	KMT2A			"AF-9,AF9,CCDS6494.1,ENSG00000171843.11,NM_004529.2,NP_004520.2,P42568,YEATS3"
MLLT6	"myeloid/lymphoid or mixed-lineage leukemia (trithorax homolog, Drosophila); translocated to, 6 (AF17)"	4302	17:36861795-36886056	1		12	yes		AL			L	Dom	fusion	T	KMT2A			"AF17,CCDS11327.1,ENSG00000108292.12,FLJ23480,NM_005937.3,NP_005928,NP_005928.2,P55198"
MN1	"MN1 proto-oncogene, transcriptional regulator"	4330	22:28144265-28197486	1		12.1	yes		"AML, MDS"			L	Dom	"oncogene, fusion"	T	ETV6			"CCDS42998.1,ENSG00000169184.5,MGCR,MGCR1,MGCR1-PEN,NM_002430.2,NP_002421.3,Q10571"
MNX1	motor neuron and pancreas homeobox 1	3110	7:156797547-156803345	2		36.3	yes		AML			L	Dom	fusion	T	ETV6	yes	Currarino syndrome	"CCDS34788.1,ENSG00000130675.10,HB9,HLXB9,HOXHB9,NM_005515.3,NP_005506.3,P50219,SCRA1"
MPL	"myeloproliferative leukaemia virus oncogene, thrombopoietin receptor"	4352	1:43803478-43818443	1	Yes	34.2	yes	yes	MPN	MPN	familial essential thrombocythemia	L	Dom	oncogene	Mis		yes	Congenital amegakaryocytic thrombocytopenia	"CCDS483.1,CD110,ENSG00000117400.10,NM_005373.2,NP_005364.1,P40238,TPOR"
MRTFA	megakaryoblastic leukemia (translocation) 1	57591	22:40806285-41032689	1		13.2	yes		acute megakaryocytic leukaemia			L	Dom	"oncogene, TSG, fusion"	T	RBM15			"BSAC,CCDS14003.1,ENSG00000196588.10,KIAA1438,MAL,MKL,MKL1,MRTF-A,NM_020831.3,NP_065882.1,Q969V6"
MSH2	mutS homolog 2 (E. coli)	4436	2:47630108-47710367	1	Yes	21	yes	yes	"colorectal, endometrial, ovarian"	"colorectal, endometrial, ovarian"	hereditary non-polyposis colorectal cancer	E	Rec	TSG	"D, Mis, N, F, S"				"CCDS1834.1,COCA1,ENSG00000095002.8,HNPCC,HNPCC1,NM_000251.2,NP_000242.1,P43246"
MSH6	mutS homolog 6 (E. coli)	2956	2:48010221-48037240	1	Yes	16.3	yes	yes	colorectal	"colorectal, endometrial, ovarian"	hereditary non-polyposis colorectal cancer	E	Rec	TSG	"Mis, N, F, S"				"CCDS1836.1,ENSG00000116062.10,GTBP,NM_000179.2,NP_000170.1,P52701"
MSI2	musashi homolog 2 (Drosophila)	124540	17:55333895-55762046	1		22	yes		CML			L	Dom	"oncogene, fusion"	T	HOXA9			"CCDS11596.1,ENSG00000153944.6,NM_138962.2,NP_620412.1,Q96DH6"
MSN	moesin	4478	X:64887537-64961791	1		12	yes		ALCL			L	Dom	fusion	T	ALK			"CCDS14382.1,ENSG00000147065.12,NM_002444.2,NP_002435.1,P26038"
MTCP1	mature T-cell proliferation 1	4515	X:154292309-154299501	1		28	yes		T cell prolymphocytic leukaemia			L	Dom	"oncogene, fusion"	T	TRA			"CCDS44027.1,ENSG00000214827.5,NM_001018025.3,NP_001018025.1,P13MTCP1,P56278,p8MTCP1"
MTOR	mechanistic target of rapamycin	2475	1:11166592-11322564	1	Yes	36.22	yes		"endometrial carcinoma, head and neck, clear cell renal cell carcinoma, anaplastic thyroid cancer, urothelial cell carcinoma, central nervous system tumours, testicular germ cell tumours and other tumour types"			E	Dom	oncogene	"Mis, N"		yes	"Smith-Kingsmore syndrome, brain overgrowth phenotypes such as focal cortical dysplasia and megalencephaly,"	"CCDS127.1,ENSG00000198793.8,FLJ44809,FRAP,FRAP1,FRAP2,NM_004958.3,NP_004949.1,P42345,RAFT1,RAPT1"
MUC1	"mucin 1, transmembrane"	4582	1:155158300-155162706	1		22	yes		B-NHL			L	Dom	fusion	T	IGH			"ADMCKD,ADMCKD1,CCDS55640.1,CD227,ENSG00000185499.12,MCD,MCKD,MCKD1,NM_001204286.1,NP_001191215.1,NP_001191214.1,PEM,PUM"
MUC16	"mucin 16, cell surface associated"	94025	19:8959520-9092018	2		13.2	yes		"HNSCC, melanoma"			E		oncogene	Mis				"CA125,CCDS54212.1,ENSG00000181143.11,FLJ14303,NM_024690.2,NP_078966.2"
MUC4	"mucin 4, cell surface associated"	4585	3:195473636-195539148	2		29	yes		HNSCC			E		oncogene	"Mis, O"				"CCDS54700.1,ENSG00000145113.17,NM_018406.6,NP_060876.5"
MUTYH	mutY homolog (E. coli)	4595	1:45794914-45806060	1		34.1		yes		colorectal	adenomatous polyposis coli	E	Rec	TSG	Mis				"CCDS520.1,ENSG00000132781.13,MYH,Q9UIF7"
MYB	v-myb myeloblastosis viral oncogene homolog	4602	6:135502453-135540305	1		23.3	yes		adenoid cystic carcinoma			E	Dom	"oncogene, fusion"	T	NFIB			"CCDS47481.1,ENSG00000118513.14,NM_001161658.1,NP_001155128.1,NP_001155130.1,NP_001123645.1,P10242,c-myb"
MYC	v-myc myelocytomatosis viral oncogene homolog (avian)	4609	8:128748330-128753674	1	Yes	24.21	yes		"Burkitt lymphoma, amplified in other cancers, B-CLL"			"L, E"	Dom	"oncogene, fusion"	"A, T"	"IGK, BCL5, BCL7A , BTG1, TRA, IGH"			"CCDS6359.2,ENSG00000136997.10,MYCC,NM_002467.4,NP_002458,NP_002458.2,P01106,bHLHe39,c-Myc"
MYCL	v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog	4610	1:40361098-40367685	1		34.2	yes		small cell lung carcinoma			E	Dom	oncogene	A				"CCDS53300.1,ENSG00000116990.9,LMYC,MYCL1,NM_001033082.2,NP_001028254.2,NP_001028253.1,bHLHe38"
MYCN	"v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)"	4613	2:16080686-16087129	1		24.3	yes		"neuroblastoma, Wilms tumour"			O	Dom	oncogene	"A, Mis"		yes	Feingold syndrome 1	"CCDS1687.1,ENSG00000134323.10,MYCNOT,N-myc,NMYC,NM_005378.4,NP_005369.2,P04198,bHLHe37"
MYD88	myeloid differentiation primary response gene (88)	4615	3:38179969-38184510	1	Yes	22.2	yes		ABC-DLBCL			L	Dom	oncogene	Mis				"CCDS54565.1,ENSG00000172936.8,NM_001172567.1,NP_001166038.1"
MYH11	"myosin, heavy polypeptide 11, smooth muscle"	4629	16:15797029-15950868	1		13.11	yes		AML			L	Dom	fusion	T	CBFB			"CCDS45423.1,ENSG00000133392.12,NM_001040114.1,NP_001035203.1,P35749,SMHC,SMMHC"
MYH9	"myosin, heavy polypeptide 9, non-muscle"	4627	22:36677327-36784063	1		12.3	yes		ALCL			L	Dom	"TSG, fusion"	T	ALK	yes	"Deafness, autosomal dominant 17, Epstein syndrome, Fechtner syndrome, May-Hegglin anomaly, Sebastian syndrome"	"CCDS13927.1,DFNA17,ENSG00000100345.16,EPSTS,FTNS,MHA,NMHC-II-A,NMMHCA,NM_002473.4,NP_002464.1,P35579"
MYO5A	"myosin VA (heavy chain 12, myoxin)"	4644	15:52599480-52821247	1		21.2	yes		Spitzoid tumour			E	Dom	fusion	T	ROS1	yes	Griscelli syndrome	"CCDS42037.1,ENSG00000197535.10,GS1,MYH12,MYO5,MYR12,NM_000259.3,NP_000250,NP_000250.3,Q9Y4I1"
MYOD1	myogenic differentiation 1	4654	11:17741115-17743678	1	Yes	15.1	yes		embryonal rhabdomyosarcoma			M	Dom	oncogene	Mis				"CCDS7826.1,ENSG00000129152.3,MYF3,MYOD,NM_002478.4,NP_002469.2,P15172,PUM,bHLHc1"
N4BP2	NEDD4 binding protein 2	55728	4:40058446-40159872	2		14	yes		lung cancer			E		TSG	D				"B3BP,CCDS3457.1,ENSG00000078177.9,NM_018177.4,NP_060647.2,Q86UW6"
NAB2	NGFI-A binding protein 2	4665	12:57482677-57489259	1	Yes	13.3	yes		"solitary fibrous tumour, meningeal haemangiopericytoma"			"M, O"	Dom	"TSG, fusion"	T	STAT6			"CCDS8930.1,ENSG00000166886.8,MADER,NM_005967.3,NP_005958.1,Q15742"
NACA	nascent-polypeptide-associated complex alpha polypeptide	4666	12:57106217-57119083	2		13.3	yes		NHL			L	Dom	fusion	T	BCL6			"CCDS44925.2,ENSG00000196531.6,NACA1"
NBEA	neurobeachin	26960	13:35516424-36246872	2		13.3	yes		"large intestine carcinoma, multiple myeloma"			"E, L"			"F, T"	PVT1			"BCL8B,CCDS45026.1,ENSG00000172915.14,FLJ10197,KIAA1544,LYST2,NM_015678.4,NP_056493.3,Q8NFP9"
NBN	nibrin	4683	8:90945564-90996944	1		21.3		yes		"NHL, glioma, medulloblastoma, rhabdomyosarcoma"	Nijmegen breakage syndrome	"L, E, M, O"	Rec	TSG	"Mis, N, F"				"AT-V1,AT-V2,ATV,CCDS6249.1,ENSG00000104320.9,NBS,NBS1,NM_002485.4,NP_002476.2,O60934"
NCKIPSD	NCK interacting protein with SH3 domain	51517	3:48711277-48723360	2		21.31	yes		ALL			L	Dom	fusion	T	KMT2A			"AF3P21,CCDS2776.1,DIP1,ENSG00000213672.3,NM_016453.3,NP_057537.1,ORF1,Q9NZQ3,SPIN90,WASLBP,WISH"
NCOA1	nuclear receptor coactivator 1	8648	2:24714801-24993571	1		23.3	yes		alveolar rhabdomyosarcoma			M	Dom	fusion	T	PAX3			"CCDS1712.1,ENSG00000084676.11,F-SRC-1,KAT13A,NCoA-1,Q15788,RIP160,SRC1,bHLHe74"
NCOA2	nuclear receptor coactivator 2 (TIF2)	10499	8:71021997-71316040	1	Yes	13.3	yes		"AML, chondrosarcoma, rhabdomyosarcoma"			"L, M"	Dom	"oncogene, fusion"	T	"KAT6A, HEY1, NCOA2"			"CCDS47872.1,ENSG00000140396.8,GRIP1,KAT13C,NCoA-2,NM_006540.2,NP_006531.1,Q15596,TIF2,bHLHe75"
NCOA4	nuclear receptor coactivator 4 - PTC3 (ELE1)	8031	10:51565108-51590731	1		11.23	yes		papillary thyroid			E	Dom	"TSG, fusion"	T	RET			"ARA70,CCDS44394.1,DKFZp762E1112,ELE1,ENSG00000138293.15,NM_001145260.1,NP_001138732.1,PTC3,Q13772,RFG"
NCOR1	nuclear receptor corepressor 1	9611	17:15932471-16118863	1	Yes	12	yes		breast			E	Rec	TSG	"Mis, F, N, O"		yes	Ulnar-mammary syndrome	"CCDS11175.1,ENSG00000141027.16,KIAA1047,MGC104216,N-CoR,NM_006311.3,NP_006302.2,O75376,PPP1R109,TRAC1,hCIT529I10,hN-CoR"
NCOR2	nuclear receptor corepressor 2	9612	12:124808961-124979798	1	Yes	24.31	yes		prostate			E	Dom	TSG	"Mis, F, N, O"				"CCDS41858.2,CTG26,ENSG00000196498.9,SMRT,SMRTE,TNRC14,TRAC-1"
NDRG1	N-myc downstream regulated 1	10397	8:134249419-134309829	1	Yes	24.22	yes		prostate			E	Dom	"TSG, fusion"	T	ERG			"CAP43,CCDS34945.1,DRG1,ENSG00000104419.10,NDR1,NM_001135242.1,NP_001128714.1,Q92597,RTP,TDD5"
NF1	neurofibromatosis type 1 gene	4763	17:29421945-29704695	1	Yes	11.2	yes	yes	"neurofibroma, glioma"	"neurofibroma, glioma"	neurofibromatosis type 1	O	Rec	"TSG, fusion"	"D, Mis, N, F, S, O"				"CCDS42292.1,ENSG00000196712.12,NM_001042492.2,NP_001035957.1,P21359"
NF2	neurofibromatosis type 2 gene	4771	22:29999547-30094587	1	Yes	12.2	yes	yes	"meningioma, acoustic neuroma, renal"	"meningioma, acoustic neuroma"	neurofibromatosis type 2	O	Rec	TSG	"D, Mis, N, F, S, O"				"ACN,BANF,CCDS13861.1,ENSG00000186575.13,NM_181832.2,NP_057502.2,NP_861970.1,NP_000259.1,P35240,SCH,merlin"
NFATC2	"nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2"	4773	20:50003494-50159258	1		13.2	yes		Ewing sarcoma			M	Dom	"oncogene, fusion"	T	EWSR1			"CCDS13437.1,ENSG00000101096.15,NF-ATP,NFAT1,NFATp,NM_173091.3,NP_001245226.1,NP_775114.1,Q13469"
NFE2L2	nuclear factor (erythroid-derived 2)-like 2 (NRF2)	4780	2:178095033-178129859	1	Yes	31.2	yes		"NSCLC, HNSCC"			E	Dom	"oncogene, TSG"	Mis				"CCDS42782.1,ENSG00000116044.11,NM_006164.4,NP_006155.2,NRF2,Q16236"
NFIB	nuclear factor I/B	4781	9:14087568-14313666	1		23	yes		"adenoid cystic carcinoma, lipoma"			E	Dom	fusion	T	"MYB, HGMA2"			"CCDS55291.1,ENSG00000147862.10,NFI-RED,NFIB2,NFIB3,NM_001190737.1,NP_001177666.1,O00712"
NFKB2	nuclear factor of kappa light polypeptide gene enhancer in B-cells 2 (p49/p100)	4791	10:104154354-104162281	1		24.32	yes		B-NHL			L	Dom	"oncogene, TSG, fusion"	T	IGH			"CCDS41564.1,ENSG00000077150.13,LYT-10,NF-kB2,NM_001077494.2,NP_001070962.1,Q00653,p105,p49/p100,p52"
NFKBIE	"nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon"	4794	6:44225903-44233500	1	Yes	21.1	yes		"CLL, desmoplastic melanoma"			"L, E"	Dom/Rec	TSG	"F, Mis"				"CCDS34463.1,ENSG00000146232.10,IKBE,NM_004556.2,NP_004547.2,O00221"
NIN	ninein (GSK3B interacting protein)	51199	14:51192558-51297839	1		22.1	yes		MPN			L	Dom	fusion	T	PDGFRB			"CCDS32079.1,ENSG00000100503.19,NM_182946.1,NP_891991,NP_891991.1,NP_057434.4,Q8N4C6"
